  'device name' , 'row' , 'pod' , 'cabinet' , 'bottom U' , 'top U' , 'device type'
  'node406' , '5' , 'c' , '16' , '11' , '11' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node407' , '5' , 'c' , '16' , '12' , '12' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node408' , '5' , 'c' , '16' , '13' , '13' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node409' , '5' , 'c' , '16' , '14' , '14' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node410' , '5' , 'c' , '16' , '15' , '15' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node411' , '5' , 'c' , '16' , '16' , '16' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node412' , '5' , 'c' , '16' , '17' , '17' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node413' , '5' , 'c' , '16' , '18' , '18' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node414' , '5' , 'c' , '16' , '22' , '22' , 'HP ProLiant DL360 Gen9/ProLiant DL360 Gen9 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node415' , '5' , 'c' , '16' , '23' , '23' , 'HP ProLiant DL360 Gen9/ProLiant DL360 Gen9 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node416' , '5' , 'c' , '16' , '24' , '24' , 'HP ProLiant DL360 Gen9/ProLiant DL360 Gen9 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node417' , '5' , 'c' , '16' , '25' , '25' , 'HP ProLiant DL360 Gen9/ProLiant DL360 Gen9 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node418' , '5' , 'c' , '16' , '26' , '26' , 'HP ProLiant DL360 Gen9/ProLiant DL360 Gen9 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node419' , '5' , 'c' , '16' , '27' , '27' , 'HP ProLiant DL360 Gen9/ProLiant DL360 Gen9 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node420' , '5' , 'c' , '16' , '28' , '28' , 'HP ProLiant DL160 Gen9/ProLiant DL160 Gen9 @ 256GiB' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node421' , '5' , 'c' , '16' , '29' , '29' , 'HP ProLiant DL160 Gen9/ProLiant DL160 Gen9 @ 256GiB' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node422' , '5' , 'c' , '16' , '30' , '30' , 'HP ProLiant DL160 Gen9/ProLiant DL160 Gen9 @ 256GiB' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node423' , '5' , 'c' , '16' , '31' , '32' , 'HP ProLiant DL380 Gen9/ProLiant DL380 Gen9 with dual K80 @256GiB' , '{ppool: "engaging1"},{pgroup: "gprieto (William Frank, wfrank@mit.edu)"}'
  'node424' , '5' , 'c' , '16' , '33' , '33' , 'HP ProLiant DL360 Gen9/ProLiant DL360 Gen9' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node425' , '5' , 'c' , '16' , '34' , '34' , 'HP ProLiant DL360 Gen9/ProLiant DL360 Gen9' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node426' , '5' , 'c' , '16' , '35' , '35' , 'HP ProLiant DL60 Gen9/ProLiant DL60 Gen9' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node427' , '5' , 'c' , '16' , '36' , '36' , 'HP ProLiant DL60 Gen9/ProLiant DL60 Gen9' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node428' , '5' , 'c' , '15' , '01' , '01' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "ere (Elazer Edelman, Jonathan Brown, brownjy@mit.edu)"}'
  'node429' , '5' , 'c' , '15' , '02' , '02' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "ere (Elazer Edelman, Jonathan Brown, brownjy@mit.edu)"}'
  'node430' , '5' , 'c' , '15' , '03' , '03' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "ere (Elazer Edelman, Jonathan Brown, brownjy@mit.edu)"}'
  'node431' , '5' , 'c' , '15' , '04' , '04' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "ere (Elazer Edelman, Jonathan Brown, brownjy@mit.edu)"}'
  'node432' , '5' , 'c' , '15' , '05' , '05' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "ere (Elazer Edelman, Jonathan Brown, brownjy@mit.edu)"}'
  'node433' , '5' , 'c' , '15' , '06' , '06' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "ere (Elazer Edelman, Jonathan Brown, brownjy@mit.edu)"}'
  'node434' , '5' , 'c' , '15' , '07' , '07' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "Sloan (Wesley Harrell, wharrell@mit.edu)"}'
  'node435' , '5' , 'c' , '15' , '08' , '08' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "Sloan (Wesley Harrell, wharrell@mit.edu)"}'
  'node436' , '5' , 'c' , '15' , '09' , '09' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "Sloan (Wesley Harrell, wharrell@mit.edu)"}'
  'node437' , '5' , 'c' , '15' , '10' , '10' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "Sloan (Wesley Harrell, wharrell@mit.edu)"}'
  'node438' , '5' , 'c' , '15' , '11' , '11' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "Sloan (Wesley Harrell, wharrell@mit.edu)"}'
  'node439' , '5' , 'c' , '15' , '12' , '12' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "Sloan (Wesley Harrell, wharrell@mit.edu)"}'
  'node440' , '5' , 'c' , '15' , '13' , '13' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "Sloan (Wesley Harrell, wharrell@mit.edu)"}'
  'node441' , '5' , 'c' , '15' , '14' , '14' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "Sloan (Wesley Harrell, wharrell@mit.edu)"}'
  'r4sw1' , '5' , 'a' , '04' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r5sw1' , '5' , 'a' , '05' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r6sw1' , '5' , 'a' , '06' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r7sw1' , '5' , 'a' , '07' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r8sw1' , '5' , 'a' , '08' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r9sw1' , '5' , 'a' , '09' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r10sw1' , '5' , 'a' , '10' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r13sw1' , '5' , 'a' , '13' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r14sw1' , '5' , 'a' , '14' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r15sw1' , '5' , 'a' , '15' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r16sw1' , '5' , 'a' , '16' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r17sw1' , '5' , 'a' , '17' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r18sw1' , '5' , 'a' , '18' , '37' , '37' , 'Dell PC5548' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r11sw1' , '5' , 'a' , '11' , '23' , '23' , 'Dell PC5524' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r11sw2' , '5' , 'a' , '11' , '26' , '26' , 'Dell PC8132F' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r19sw1' , '5' , 'a' , '19' , '37' , '37' , 'Dell N3048' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r21sw1' , '5' , 'a' , '21' , '37' , '37' , 'Dell N3048' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r4-edge-sx6025' , '5' , 'a' , '04' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r5-edge-sx6025' , '5' , 'a' , '05' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r6-edge-sx6025' , '5' , 'a' , '06' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r7-edge-sx6025' , '5' , 'a' , '07' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r8-edge-sx6025' , '5' , 'a' , '08' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r9-edge-sx6025' , '5' , 'a' , '09' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r10-edge-sx6025' , '5' , 'a' , '10' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r13-edge-sx6025' , '5' , 'a' , '13' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r14-edge-sx6025' , '5' , 'a' , '14' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r15-edge-sx6025' , '5' , 'a' , '15' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r16-edge-sx6025' , '5' , 'a' , '16' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r17-edge-sx6025' , '5' , 'a' , '17' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r18-edge-sx6025' , '5' , 'a' , '18' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r19-edge-sx6025-1' , '5' , 'a' , '19' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r19-edge-sx6025-2' , '5' , 'a' , '19' , '41' , '41' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r21-edge-sx6025-1' , '5' , 'a' , '21' , '39' , '39' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r21-edge-sx6025-2' , '5' , 'a' , '21' , '41' , '41' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'sx6036-2' , '5' , 'a' , '12' , '26' , '26' , 'Mellanox SX6036' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'sx6036-1' , '5' , 'a' , '12' , '24' , '24' , 'Mellanox SX6036' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'sx6025-core-7' , '5' , 'a' , '12' , '22' , '22' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'sx6025-core-6' , '5' , 'a' , '12' , '20' , '20' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'sx6025-core-5' , '5' , 'a' , '12' , '18' , '18' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'sx6025-core-4' , '5' , 'a' , '12' , '16' , '16' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'sx6025-core-3' , '5' , 'a' , '12' , '14' , '14' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'sx6025-core-2' , '5' , 'a' , '12' , '12' , '12' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'sx6025-core-1' , '5' , 'a' , '12' , '10' , '10' , 'Mellanox SX6025' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r5-pc-c13-sw1' , '5' , 'c' , '13' , '37' , '37' , 'Dell N3048' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pc-c09-sw1' , '5' , 'c' , '09' , '37' , '37' , 'Dell N3048' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pc-c14-sw1' , '5' , 'c' , '14' , '37' , '37' , 'Dell N3048' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pc-c14-sw2' , '5' , 'c' , '14' , '38' , '38' , 'Dell N3048' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pc-c13-mlnx-1' , '5' , 'c' , '13' , '38' , '38' , 'Mellanox SX6036' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pc-c13-mlnx-2' , '5' , 'c' , '13' , '39' , '39' , 'Mellanox SX6018' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pc-c09-mlnx-1' , '5' , 'c' , '09' , '38' , '38' , 'Mellanox SX6036' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pc-c14-mlnx-1' , '5' , 'c' , '14' , '39' , '39' , 'Mellanox SX6036' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pc-c14-mlnx-2' , '5' , 'c' , '14' , '40' , '40' , 'Mellanox SX6036' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pc-c09-omnipath-1' , '5' , 'c' , '09' , '27' , '27' , 'Intel Omnipath Edge 100' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'r5-pb-c04-eofedata002-md3460e-1' , '5' , 'b' , '04' , '01' , '04' , 'MD3460e' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'r5-pa-c1-fex--1' , '5' , 'a' , '01' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c3-fex--1' , '5' , 'a' , '03' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c9-fex--1' , '5' , 'a' , '09' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c13-fex--1' , '5' , 'a' , '13' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c15-fex--1' , '5' , 'a' , '15' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c17-fex--1' , '5' , 'a' , '17' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c19-fex--1' , '5' , 'a' , '19' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c21-fex--1' , '5' , 'a' , '21' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c23-fex--1' , '5' , 'a' , '23' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c2-fex--1' , '5' , 'a' , '02' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c4-fex--1' , '5' , 'a' , '04' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c6-fex--1' , '5' , 'a' , '06' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c8-fex--1' , '5' , 'a' , '08' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c10-fex--1' , '5' , 'a' , '10' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c14-fex--1' , '5' , 'a' , '14' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c16-fex--1' , '5' , 'a' , '16' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c18-fex--1' , '5' , 'a' , '18' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c20-fex--1' , '5' , 'a' , '20' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c22-fex--1' , '5' , 'a' , '22' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pa-c24-fex--1' , '5' , 'a' , '24' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pc-c13-fex-1' , '5' , 'c' , '13' , '40' , '40' , 'Cisco Fex' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pc-c1-carm-1' , '5' , 'a' , '01' , '41' , '41' , 'Cable Management Arm' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pc-c1-cupatch-1' , '5' , 'a' , '01' , '42' , '42' , 'Copper Patch' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pc-c1-optipatch-1' , '5' , 'a' , '01' , '43' , '44' , 'Optical Patch' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pc-c2-carm-1' , '5' , 'a' , '02' , '41' , '41' , 'Cable Management Arm' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pc-c2-cupatch-1' , '5' , 'a' , '02' , '42' , '42' , 'Copper Patch' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'r5-pc-c2-optipatch-1' , '5' , 'a' , '02' , '43' , '44' , 'Optical Patch' , '{ppool: "mit_ist"},{pgroup: "MIT IST"}'
  'moc_e1_cache_r5_pa_c5' , '5' , 'a' , '05' , '40' , '40' , 'MOC Intel Cache Server' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_cache_r5_pa_c7' , '5' , 'a' , '07' , '40' , '40' , 'MOC Intel Cache Server' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_cache_r5_pa_c9' , '5' , 'a' , '09' , '40' , '40' , 'MOC Intel Cache Server' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_cache_r5_pa_c13' , '5' , 'a' , '13' , '40' , '40' , 'MOC Intel Cache Server' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_cache_r5_pa_c8' , '5' , 'a' , '08' , '40' , '40' , 'MOC Intel Cache Server' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_cache_r5_pa_c10' , '5' , 'a' , '10' , '40' , '40' , 'MOC Intel Cache Server' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_A1_r4_pa_c2' , '4' , 'a' , '02' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_B1_r4_pa_c2' , '4' , 'a' , '02' , '42' , '42' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_C1_r4_pa_c2' , '4' , 'a' , '02' , '43' , '43' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_D6_r4_pa_c4' , '4' , 'a' , '04' , '43' , '43' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_D5_r5_pa_c2' , '5' , 'a' , '02' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_A2_r5_pa_c3' , '5' , 'a' , '03' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_D4_r5_pa_c4' , '5' , 'a' , '04' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_A6_r5_pa_c5' , '5' , 'a' , '05' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_D3_r5_pa_c6' , '5' , 'a' , '06' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_A3_r5_pa_c7' , '5' , 'a' , '07' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_D2_r5_pa_c8' , '5' , 'a' , '08' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_A5_r5_pa_c9' , '5' , 'a' , '09' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_D1_r5_pa_c10' , '5' , 'a' , '10' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_A4_r5_pa_c11' , '5' , 'a' , '11' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_C2_r5_pa_c13' , '5' , 'a' , '13' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_C5_r5_pa_c14' , '5' , 'a' , '14' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_C3_r5_pa_c15' , '5' , 'a' , '15' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_C4_r5_pa_c16' , '5' , 'a' , '16' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_B2_r5_pa_c17' , '5' , 'a' , '17' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_B5_r5_pa_c19' , '5' , 'a' , '19' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_B3_r5_pa_c21' , '5' , 'a' , '21' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'moc_e1_brocade_B4_r5_pa_c23' , '5' , 'a' , '23' , '41' , '41' , 'Brocade VDX6740' , '{ppool: "engaging1_moc"},{pgroup: "MOC BU"}'
  'c23-edge-sx6025' , '2' , 'c' , '23' , '43' , '43' , 'Mellanox SX6025' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'r2-pc-c23-sw' , '2' , 'c' , '23' , '42' , '42' , 'Dell PC5548' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'iml-001' , '2' , 'c' , '23' , '41' , '41' , 'Dell R320' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'mds-001' , '2' , 'c' , '23' , '40' , '40' , 'Dell R620' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'mds-002' , '2' , 'c' , '23' , '39' , '39' , 'Dell R620' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c23-md3220' , '2' , 'c' , '23' , '37' , '38' , 'Dell MD3220' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'oss-001' , '2' , 'c' , '23' , '36' , '36' , 'Dell R620' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'oss-002' , '2' , 'c' , '23' , '35' , '35' , 'Dell R620' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c23-mds3260-4' , '2' , 'c' , '23' , '31' , '34' , 'Dell MDS3260' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c23-mds3260-3' , '2' , 'c' , '23' , '27' , '30' , 'Dell MDS3260' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c23-mds3260e-4' , '2' , 'c' , '23' , '23' , '26' , 'Dell MDS3260e' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c23-mds3260e-3' , '2' , 'c' , '23' , '19' , '22' , 'Dell MDS3260e' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'mds-003' , '2' , 'c' , '23' , '18' , '18' , 'Dell R620' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'mds-004' , '2' , 'c' , '23' , '17' , '17' , 'Dell R620' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c23-mds3260-2' , '2' , 'c' , '23' , '13' , '16' , 'Dell MDS3260' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c23-mds3260-1' , '2' , 'c' , '23' , '09' , '12' , 'Dell MDS3260' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c23-mds3260e-2' , '2' , 'c' , '23' , '05' , '08' , 'Dell MDS3260e' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c23-mds3260e-1' , '2' , 'c' , '23' , '01' , '04' , 'Dell MDS3260e' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c21-edge-sx6025' , '2' , 'c' , '21' , '43' , '43' , 'Mellanox SX6025' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'r2-pc-c21-sw2' , '2' , 'c' , '21' , '42' , '42' , 'Dell PC5548' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'switch-C21' , '2' , 'c' , '21' , '41' , '41' , 'Dell PC5548' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'nfs001' , '2' , 'c' , '21' , '39' , '40' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node099' , '2' , 'c' , '21' , '37' , '38' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node098' , '2' , 'c' , '21' , '35' , '36' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node097' , '2' , 'c' , '21' , '33' , '34' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
